time_s,target_azimuth_deg,target_elevation_deg,target_detectable,human_detected
0.00000,120.00000,45.00000,true,false
0.01000,120.00000,45.01833,true,false
0.02000,120.00000,45.03665,true,false
0.03000,120.00000,45.05498,true,false
0.04000,120.00000,45.07330,true,false
0.05000,120.00000,45.09163,true,false
0.06000,120.00000,45.10996,true,false
0.07000,120.00000,45.12828,true,false
0.08000,120.00000,45.14661,true,false
0.09000,120.00000,45.16493,true,false
0.10000,120.00000,45.18326,true,false
0.11000,120.00000,45.20158,true,false
0.12000,120.00000,45.21991,true,false
0.13000,120.00000,45.23824,true,false
0.14000,120.00000,45.25656,true,false
0.15000,120.00000,45.27489,true,false
0.16000,120.00000,45.29321,true,false
0.17000,120.00000,45.31154,true,false
0.18000,120.00000,45.32986,true,false
0.19000,120.00000,45.34819,true,false
0.20000,120.00000,45.36651,true,false
0.21000,120.00000,45.38484,true,false
0.22000,120.00000,45.40316,true,false
0.23000,120.00000,45.42149,true,false
0.24000,120.00000,45.43981,true,false
0.25000,120.00000,45.45814,true,false
0.26000,120.00000,45.47646,true,false
0.27000,120.00000,45.49478,true,false
0.28000,120.00000,45.51311,true,false
0.29000,120.00000,45.53143,true,false
0.30000,120.00000,45.54976,true,false
0.31000,120.00000,45.56808,true,false
0.32000,120.00000,45.58640,true,false
0.33000,120.00000,45.60473,true,false
0.34000,120.00000,45.62305,true,false
0.35000,120.00000,45.64137,true,false
0.36000,120.00000,45.65970,true,false
0.37000,120.00000,45.67802,true,false
0.38000,120.00000,45.69634,true,false
0.39000,120.00000,45.71466,true,false
0.40000,120.00000,45.73298,true,false
0.41000,120.00000,45.75131,true,false
0.42000,120.00000,45.76963,true,false
0.43000,120.00000,45.78795,true,false
0.44000,120.00000,45.80627,true,false
0.45000,120.00000,45.82459,true,false
0.46000,120.00000,45.84291,true,false
0.47000,120.00000,45.86123,true,false
0.48000,120.00000,45.87955,true,false
0.49000,120.00000,45.89787,true,false
0.50000,120.00000,45.91619,true,false
0.51000,120.00000,45.93451,true,false
0.52000,120.00000,45.95283,true,false
0.53000,120.00000,45.97115,true,false
0.54000,120.00000,45.98947,true,false
0.55000,120.00000,46.00779,true,false
0.56000,120.00000,46.02611,true,false
0.57000,120.00000,46.04442,true,false
0.58000,120.00000,46.06274,true,false
0.59000,120.00000,46.08106,true,false
0.60000,120.00000,46.09938,true,false
0.61000,120.00000,46.11769,true,false
0.62000,120.00000,46.13601,true,false
0.63000,120.00000,46.15433,true,false
0.64000,120.00000,46.17264,true,false
0.65000,120.00000,46.19096,true,false
0.66000,120.00000,46.20927,true,false
0.67000,120.00000,46.22759,true,false
0.68000,120.00000,46.24590,true,false
0.69000,120.00000,46.26422,true,false
0.70000,120.00000,46.28253,true,false
0.71000,120.00000,46.30084,true,false
0.72000,120.00000,46.31916,true,false
0.73000,120.00000,46.33747,true,false
0.74000,120.00000,46.35578,true,false
0.75000,120.00000,46.37409,true,false
0.76000,120.00000,46.39241,true,false
0.77000,120.00000,46.41072,true,false
0.78000,120.00000,46.42903,true,false
0.79000,120.00000,46.44734,true,false
0.80000,120.00000,46.46565,true,false
0.81000,120.00000,46.48396,true,false
0.82000,120.00000,46.50227,true,false
0.83000,120.00000,46.52058,true,false
0.84000,120.00000,46.53888,true,false
0.85000,120.00000,46.55719,true,false
0.86000,120.00000,46.57550,true,false
0.87000,120.00000,46.59381,true,false
0.88000,120.00000,46.61211,true,false
0.89000,120.00000,46.63042,true,false
0.90000,120.00000,46.64873,true,false
0.91000,120.00000,46.66703,true,false
0.92000,120.00000,46.68534,true,false
0.93000,120.00000,46.70364,true,false
0.94000,120.00000,46.72194,true,false
0.95000,120.00000,46.74025,true,false
0.96000,120.00000,46.75855,true,false
0.97000,120.00000,46.77685,true,false
0.98000,120.00000,46.79516,true,false
0.99000,120.00000,46.81346,true,false
1.00000,120.00000,46.83176,true,false
1.01000,120.00000,46.85006,true,false
1.02000,120.00000,46.86836,true,false
1.03000,120.00000,46.88666,true,false
1.04000,120.00000,46.90496,true,false
1.05000,120.00000,46.92326,true,false
1.06000,120.00000,46.94155,true,false
1.07000,120.00000,46.95985,true,false
1.08000,120.00000,46.97815,true,false
1.09000,120.00000,46.99645,true,false
1.10000,120.00000,47.01474,true,false
1.11000,120.00000,47.03304,true,false
1.12000,120.00000,47.05133,true,false
1.13000,120.00000,47.06963,true,false
1.14000,120.00000,47.08792,true,false
1.15000,120.00000,47.10621,true,false
1.16000,120.00000,47.12450,true,false
1.17000,120.00000,47.14280,true,false
1.18000,120.00000,47.16109,true,false
1.19000,120.00000,47.17938,true,false
1.20000,120.00000,47.19767,true,false
1.21000,120.00000,47.21596,true,false
1.22000,120.00000,47.23425,true,false
1.23000,120.00000,47.25253,true,false
1.24000,120.00000,47.27082,true,false
1.25000,120.00000,47.28911,true,false
1.26000,120.00000,47.30740,true,false
1.27000,120.00000,47.32568,true,false
1.28000,120.00000,47.34397,true,false
1.29000,120.00000,47.36225,true,false
1.30000,120.00000,47.38054,true,false
1.31000,120.00000,47.39882,true,false
1.32000,120.00000,47.41710,true,false
1.33000,120.00000,47.43538,true,false
1.34000,120.00000,47.45366,true,false
1.35000,120.00000,47.47194,true,false
1.36000,120.00000,47.49022,true,false
1.37000,120.00000,47.50850,true,false
1.38000,120.00000,47.52678,true,false
1.39000,120.00000,47.54506,true,false
1.40000,120.00000,47.56334,true,false
1.41000,120.00000,47.58161,true,false
1.42000,120.00000,47.59989,true,false
